post_id,slide_number,filename,dimensions_pass,text_pass,branding_pass,compliance_pass,visual_pass,overall_status,rejection_reason,regeneration_count
ALP-057,4,ALP-057_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-057,5,ALP-057_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-058,1,ALP-058_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-058,2,ALP-058_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-058,3,ALP-058_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-058,4,ALP-058_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-058,5,ALP-058_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-059,1,ALP-059_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-059,2,ALP-059_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-059,3,ALP-059_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-059,4,ALP-059_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-059,5,ALP-059_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-060,1,ALP-060_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-060,2,ALP-060_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-060,3,ALP-060_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-060,4,ALP-060_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-060,5,ALP-060_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-061,1,ALP-061_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-061,2,ALP-061_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-061,3,ALP-061_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-061,4,ALP-061_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-061,5,ALP-061_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-062,1,ALP-062_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-062,2,ALP-062_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-062,3,ALP-062_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-062,4,ALP-062_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-062,5,ALP-062_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-063,1,ALP-063_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-063,2,ALP-063_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-063,3,ALP-063_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-063,4,ALP-063_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-063,5,ALP-063_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-064,1,ALP-064_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-064,2,ALP-064_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-064,3,ALP-064_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-064,4,ALP-064_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-064,5,ALP-064_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-065,1,ALP-065_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-065,2,ALP-065_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-065,3,ALP-065_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-065,4,ALP-065_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-065,5,ALP-065_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-066,1,ALP-066_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-066,2,ALP-066_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-066,3,ALP-066_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-066,4,ALP-066_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-066,5,ALP-066_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-067,1,ALP-067_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-067,2,ALP-067_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-067,3,ALP-067_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-067,4,ALP-067_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-067,5,ALP-067_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-068,1,ALP-068_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-068,2,ALP-068_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-068,3,ALP-068_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-068,4,ALP-068_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-068,5,ALP-068_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-069,1,ALP-069_slide-01.png,True,True,True,True,True,APPROVED,,0
ALP-069,2,ALP-069_slide-02.png,True,True,True,True,True,APPROVED,,0
ALP-069,3,ALP-069_slide-03.png,True,True,True,True,True,APPROVED,,0
ALP-069,4,ALP-069_slide-04.png,True,True,True,True,True,APPROVED,,0
ALP-069,5,ALP-069_slide-05.png,True,True,True,True,True,APPROVED,,0
ALP-070,1,ALP-070_slide-01.png,True,True,True,True,True,APPROVED,,0
